Ticker,Description,Expiration,strike,Type,ExerciseStyle,bid,ask,lastPrice,volume,openInterest
SPX,S&P 500 Index,2026-03-21,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-04-17,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-04-17,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-04-17,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-04-17,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-04-17,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-04-17,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-04-17,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-04-17,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-04-17,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-04-17,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-04-17,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-04-17,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-04-17,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-04-17,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-06-19,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-06-19,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-06-19,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-06-19,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-06-19,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-06-19,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-06-19,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-06-19,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-06-19,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-06-19,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-06-19,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-06-19,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-06-19,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-06-19,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-09-18,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-09-18,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-09-18,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-09-18,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-09-18,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-09-18,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-09-18,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-09-18,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-09-18,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-09-18,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-09-18,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-09-18,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-09-18,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-09-18,6000.0,Put,European,360.0,540.0,480.0,0,0
VIX,Volatility Index,2026-01-17,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-01-17,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-01-17,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-01-17,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-01-17,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-01-17,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-01-17,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-01-17,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-01-17,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-01-17,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-01-17,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-01-17,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-01-17,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-01-17,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-01-24,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-01-24,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-01-24,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-01-24,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-01-24,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-01-24,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-01-24,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-01-24,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-01-24,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-01-24,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-01-24,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-01-24,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-01-24,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-01-24,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-01-31,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-01-31,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-01-31,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-01-31,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-01-31,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-01-31,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-01-31,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-01-31,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-01-31,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-01-31,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-01-31,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-01-31,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-01-31,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-01-31,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-02-21,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-02-21,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-02-21,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-02-21,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-02-21,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-02-21,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-02-21,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-02-21,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-02-21,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-02-21,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-02-21,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-02-21,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-02-21,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-02-21,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-02-28,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-02-28,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-02-28,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-02-28,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-02-28,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-02-28,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-02-28,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-02-28,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-02-28,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-02-28,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-02-28,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-02-28,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-02-28,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-02-28,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-03-21,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-03-21,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-03-21,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-03-21,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-03-21,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-03-21,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-03-21,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-03-21,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-03-21,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-03-21,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-03-21,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-03-21,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-03-21,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-03-21,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-04-17,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-04-17,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-04-17,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-04-17,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-04-17,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-04-17,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-04-17,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-04-17,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-04-17,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-04-17,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-04-17,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-04-17,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-04-17,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-04-17,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-06-19,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-06-19,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-06-19,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-06-19,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-06-19,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-06-19,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-06-19,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-06-19,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-06-19,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-06-19,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-06-19,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-06-19,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-06-19,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-06-19,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
VIX,Volatility Index,2026-09-18,15.0,Call,European,1.2,1.7999999999999998,1.5,0,0
VIX,Volatility Index,2026-09-18,15.0,Put,European,0.8999999999999999,1.3499999999999999,1.2,0,0
VIX,Volatility Index,2026-09-18,17.5,Call,European,1.4000000000000001,2.1,1.75,0,0
VIX,Volatility Index,2026-09-18,17.5,Put,European,1.05,1.575,1.4000000000000001,0,0
VIX,Volatility Index,2026-09-18,20.0,Call,European,1.6,2.4,2.0,0,0
VIX,Volatility Index,2026-09-18,20.0,Put,European,1.2,1.7999999999999998,1.6,0,0
VIX,Volatility Index,2026-09-18,22.5,Call,European,1.8,2.6999999999999997,2.25,0,0
VIX,Volatility Index,2026-09-18,22.5,Put,European,1.3499999999999999,2.025,1.8,0,0
VIX,Volatility Index,2026-09-18,25.0,Call,European,2.0,3.0,2.5,0,0
VIX,Volatility Index,2026-09-18,25.0,Put,European,1.5,2.25,2.0,0,0
VIX,Volatility Index,2026-09-18,30.0,Call,European,2.4,3.5999999999999996,3.0,0,0
VIX,Volatility Index,2026-09-18,30.0,Put,European,1.7999999999999998,2.6999999999999997,2.4,0,0
VIX,Volatility Index,2026-09-18,35.0,Call,European,2.8000000000000003,4.2,3.5,0,0
VIX,Volatility Index,2026-09-18,35.0,Put,European,2.1,3.15,2.8000000000000003,0,0
